Time,Nome,Usuario,Texto,Data,topicos,Stop words
Cruzeiro,de Rosa,@GabridRosa,paqueta deixou avenida direita contra cruzeiro. bola pé muito abaixo pode oferecer fisicamente.,2026-03-19 19:12:23,,"uma, na, o, sem, a, no, ele, tá, do, que"
Flamengo,fiapos⁵,@breadjeanies,vergonha flamengo deixando remo jogar,2026-03-19 19:12:23,,"que, esse, o"
Flamengo,Maycon,@maycondias1,flamengo sofrendo pra merda remo,2026-03-19 19:12:23,,"essa, de"
Cruzeiro,Matheus Enderson,@MEnderson27,0 ânimo pra sorteio libertadores. tite conseguiu destruir ano inteiro cruzeiro.,2026-03-19 19:12:23,,"esse, da, o, o, do"
Palmeiras,Leo Rufus,@LeoRufusx,bora lá ver quem serão os eliminados pelo palmeiras,2026-03-19 19:12:23,,
Flamengo,larissa,@corneliacstreet,flamengo pedindo pra levar gol,2026-03-19 19:12:23,,"o, tá, um"
Flamengo,samu : crf⁷,@sambyrk,olha flamengo flertando perigo,2026-03-19 19:12:23,,"o, com, o"
São Paulo,samuca maravilha,@maravilhasamuca,ontem rolou evento inauguração bershka brasil. logo fui acometido fomo imensa pois nata criativa são paulo estaria lá.,2026-03-19 19:12:23,,"o, de, da, no, por, uma, a, de"
Flamengo,kau an,@chuupasseio5,luiz araujo eh lixo horrível inimigo flamengo,2026-03-19 19:12:23,,"um, do"
Flamengo,leletetra,@leletrz,flamengo tomando apavoro remo kkkkkkkkkkkk sério,2026-03-19 19:12:23,,"o, do"
Flamengo,marcelle,@hoseokflamengo,bora flamengo,2026-03-19 19:12:23,,
Cruzeiro,Alberto,@albeerto_l11,nacional cruzeiro junior sporting cristal,2026-03-19 19:12:23,,
Flamengo,BBB_Disseᶜʳᶠ,@Ti_Dizer,flamengo n entrou campo jogando contra time,2026-03-19 19:12:23,,"em, esse"
Santos,Kami-Sama,@Ginko2745838651,"neymar santos jogou mais todos esses citados, imagina auge. só ver os jogos.",2026-03-19 19:12:23,,"no, que, no, é"
Corinthians,Spider Man,@spider_vrr,po plmds gente cara inglês vcs não sabem tanto q burocrático pra arrumar visto inglês pra trabalhar brasil certeza demora não te nada ver diretoria corinthians mas vcs não vão entender pq só querem causar falar merda,2026-03-19 19:12:23,,"o, é, o, é, o, de, um, no, com, essa, a, com, a, do, isso, e"
Flamengo,Sissi,@jessideoyaa,"arrumei tudinho, agora vou fazer janta antes novela começar. flamengo já me estressou",2026-03-19 19:12:23,,"a, da"
Flamengo,Maria,@afterracing_,quase 14 minutos jogando contra remo ainda fizeram gol? lamentável flamengo!,2026-03-19 19:12:23,,"o, e, na, o"
Flamengo,Miller,@Millersilva27,bora querer flamengo,2026-03-19 19:12:23,,
Flamengo,Marlon,@MarlonSantosAz,flamengo pra resenha até aqui,2026-03-19 19:11:23,,"o, tá"
Palmeiras,Tiago Rufo,@TiagoRufo,palmeiras vai tentar ganhar brasileirão 2026 grito? março os varas estão,2026-03-19 19:11:23,,"o, no, em, e"
Flamengo,Andressa,@andressapaula98,"tô arrependida pq não fui pro maracanã meu tio, vergonha 28 anos cara nunca fui jogo flamengo.",2026-03-19 19:11:23,,"com, isso, é, uma, na, e, no, do"
Flamengo,𝐉𝐨 ᶜʳᶠ,@Jojo_t24,vai pra cima flamengo,2026-03-19 19:11:23,"VamosFlamengo, Brasileirão2026, FLAxREM",
Palmeiras,dOm PeRiGoN,@BassiSep,jogando pelo palmeiras vc queria q falasse oq? inocente mano,2026-03-19 19:11:23,,"ele, para, de, ser"
Flamengo,FLAnático,@_flanatico,marcação flamengo péssima hoje,2026-03-19 19:11:23,,"do, tá"
São Paulo,camila,@cvezinha,nasceu capital silêncio nasceu qualquer lugar país mudou pra são paulo pode falar,2026-03-19 19:11:23,,"na, em, do, e"
Flamengo,Jurídico do Erick Pulgarᶜʳᶠ ⁴ˣ,@fladudex,flamengo tomando sufoco remo kkkkkkk vou me matar,2026-03-19 19:11:23,,"do, eu"
Flamengo,Raisa Simplicio,@simpraisa,flamengo dificuldades dando muito espaço ao remo. precisa ajustar defensivamente,2026-03-19 19:11:23,,"com, e"
Botafogo,Maria Júlia é TETRACAMPEÃ DA AMÉRICA,@majubraz3,falei pra vcs seria difícil kkkkkkk mas me mandaram torcer pro botafogo sendo só tava falando tava cartas,2026-03-19 19:11:23,,"eu, que, que, eu, o, que, nas"
Cruzeiro,julia,@juliadoflamengo,amassaram cruzeiro pra tomar sufoco remo,2026-03-19 19:11:23,,"o, do"
Flamengo,dayᶜʳᶠ É TETRA!!!!,@arraxcareizinho,acorda flamengo time filho puta,2026-03-19 19:11:23,,da
Flamengo,Gerd Dudenhoeffer,@Gerduden,não possível flamengo vai dificultar jogo,2026-03-19 19:11:23,,"é, que, esse"
Flamengo,@aIisoncrf,·,remo jogando melhor flamengo kkkkkkkkkkkkkkkkk,2026-03-19 19:13:23,,"do, que, o"
Flamengo,Pam,@crflimaa7,não vai ter jogo flamengo ano chuva maracanã? kkk pqp,2026-03-19 19:11:23,,"um, do, esse, sem, no"
Flamengo,Magno Fernandes,@Cf27Magno,"início jogo compacto, tocando bola até criando tentativas ao gol, como há pouco vitor bueno também manga. mas flamengo perigoso quando vai ao ataque. jogo bom segue: 0 x 0.",2026-03-19 19:11:23,,"o, tem, um, de, a, e, foi, com, e, o, é, tá, e"
Flamengo,Iago,@IagoNigri,flamengo brincando verdade,2026-03-19 19:11:23,,"ta, com, a"
Flamengo,Eduardo,@dudu_jnr,• flamengo tomando sufoco remo?,2026-03-19 19:11:23,,"e, o, do"
São Paulo,stillunknown,@rrrejr,"esses fdps não pagaram real aluguel interlagos pra prefeitura são paulo, mas ainda assim não investiram porra easyfloor ou medidas pra evitar lama festival! vsf lollapalooza",2026-03-19 19:11:23,,"um, do, de, de, na, de, em, no"
Santos,fds,@Suedeheadw,"inegável impacto raiam santos sociedade brasileira, mestre sociólogo",2026-03-19 19:11:23,,"o, de, na"
Flamengo,licyTRETACAMPEÃ,@Allicesilva12,flamengo brincadeira vtnc porra,2026-03-19 19:11:23,,"tá, de"
Santos,Xereca Xerequinha Xerecão,@ghuoguo5454,lembro pessoal venerando silvio santos num video q falava q escondia primeira esposa kkkkkk tipo olha como amadureceu,2026-03-19 19:11:23,,"do, o, ele, a, ele"
São Paulo,Pato Gutiérrez B.,@patricioguti,são paulo. cienciano macará juventud,2026-03-19 19:11:23,,
Corinthians,bruna,@BJortini,"volta protagonista! acabou depressão, quero todos sorrindo sendo feliz, bebeto voltou salvar corinthians.",2026-03-19 19:11:23,VaiCorinthians,"a, do, a, e, para, o"
Flamengo,Maracanã,@maracana,"fim jogo maracanãzinho! jogo recheado emoções, flamengo vence pinheiros 80 75 pelo ! vamos juntos, !",2026-03-19 19:11:23,OrgulhodaNação,"de, no, em, um, de, o, o, por, a"
Flamengo,TETRAFLANISTA,@Flamengo150691,"normal, pro flamengo vai sempre muito difícil, ainda mais depois boca aberta bap falar estava cagando dinheiro. aí daqui pouco nada criciúma vida chega lá compra 2 biscoitos guaraná natural 10 minutos negociação.",2026-03-19 19:11:23,,"ser, que, o, do, foi, que, a, do, o, um, da, e, ele, por, e, um, com, de"
Flamengo,Mateus,@teuterr0,reno fazendo flamengo puta,2026-03-19 19:11:23,,"o, o, de"
Internacional,ravi (⁠⇀⁠‸⁠↼⁠‶⁠),@vhsoogyu,"gente caso alguem n saiba hj dia internacional viado (sim to fazendo aniversario (sim to fazendo 24 anos, idade mais temida pelos homens cishet (me deem parabens",2026-03-19 19:11:23,,"e, o, do, eu, a"
Flamengo,Helio Menezes,@mnz1895,quero saber hora time vagabundo flamengo entrará campo. estão jogando preguiça caralho dando espaço pra time várzea remo.,2026-03-19 19:11:23,,"que, esse, do, em, com, uma, do, e, esse, de, do"
Grêmio,Muty,@on_muty,quando ir pro t2 vou todos jogos grêmio,2026-03-19 19:11:23,,"eu, eu, para, do"
Flamengo,Regina Oliveira,@ReginaOliv2116,"trikas são energúmenos, uniram ao flamengo pra manchar campeonato mas fazem burros ou são mesmo",2026-03-19 19:11:23,,"se, o, se, de, o"
Flamengo,gabigolo,@gabigolu,flamengo você esta me assustando,2026-03-19 19:11:23,,
Flamengo,𝑳𝒖𝒄𝒄𝒂,@LuccaCrfx,remo aproveitando os erros flamengo lançando bola costas defesa velocidade,2026-03-19 19:11:23,,"do, e, nas, da, em"
Santos,Maithe,@maithe_sz,tweet minha prima parar num perfil santos? coisa mais aleatória dia ver pessoal revoltadinho vida alheia,2026-03-19 19:11:23,,"e, o, da, que, foi, do, a, do, é, o, com, a"
Flamengo,isa,@isawlk,sim flamengo vai tomar gol alef manga.,2026-03-19 19:11:23,,"o, do"
Flamengo,babe beck,@ogbbygirl,ganha flamengo ganha porra,2026-03-19 19:11:23,,
Vasco,Fabrício Coelho,@fabriciocoelho,nunca vi video escrotizasse à toa vasco.,2026-03-19 19:11:23,,"em, que, ele, o"
Corinthians,Evelyn,@its_evell,corinthians remo perder hj me mato,2026-03-19 19:11:23,,"se, o, e, o, eu"
Grêmio,Iago Ferreira,@arquiteto_iago,início segundo tempo grêmio x vitória. percebi primeiro tempo distância entre as equipes não tão grande. possível vitória empatar jogo.,2026-03-19 19:11:23,,"do, de, que, no, a, é, é, o, esse"
Grêmio,caminha,@caminhaluiiz,uniforme lindo grêmio meu deus,2026-03-19 19:11:23,,"que, do"
Flamengo,Lyh⁸¹ ¹⁹ ²² ²⁵,@lyviacsillvaa,"flamengo pra ganhar hoje, acho q não ficou claro",2026-03-19 19:11:23,,é
Flamengo,Gutiery luis,@estarossa77,espero clube regatas flamengo não estrague minha noite hoje,2026-03-19 19:11:23,,"que, o, de, do"
São Paulo,camila,@cvezinha,sinto só direito chamar caipira caipira quem também caipira hoje dia mora são paulo contrário silêncio,2026-03-19 19:11:23,,"que, tem, de, de, é, e, em, em, do"
Vasco,O Paysandu me deu depressão,@matheuslamonte,argumentos? vasco ganhou ano passado?,2026-03-19 19:11:23,,"sem, o, o, que"
Flamengo,Buddy Poke,@Sammuell_becker,remo batendo frente flamengo meu medo era exatamente,2026-03-19 19:11:23,,"tá, de, com, o, e, isso"
Fluminense,Thomé ◤✠◢,@tuliothome,"sim amigo, só fluminense elenco dm problema reposição",2026-03-19 19:11:23,,"o, tem, no, e, com, de"
São Paulo,iG Esporte,@igesporte,"leila pede diretor são paulo baixar bola: ""histérico""",2026-03-19 19:11:23,,"para, do, a"
Palmeiras,Canal GOAT,@CanalGOATBR,vale vaga final! as crias academia campo! entra gramado pela semifinal libertadores sub-20. desafio contra santiago wanderers (uru) promessa jogaço!,2026-03-19 19:11:23,,"na, da, em, o, no, da, o, é, o, e, a, é, de, um"
Santos,O Rei da Camisa 10!,@OReiDaCamisa10,"neymar sobre troca técnico santos. os jogadores precisam mudar postura, fizerem estão fazendo, nada irá mudar.",2026-03-19 19:11:23,,"a, de, no, que, de, se, o, que"
Vasco,Filho-Glauber,@Glauber89,"sempre protejo algum perna elencos vasco, pumita deles. não primazia, nem pra titular. mas quando entra bem assim sempre garante algo",2026-03-19 19:11:23,,"dos, do, e, o, é, um, é, uma, ser"
Grêmio,HIGOR,@Fute_RS,"vou assistir sorteio, sair gol grêmio x vitória me gritem, tô juventude x águia rádio",2026-03-19 19:11:23,,"o, se, em, com, no"
Flamengo,Daniel Aquino #ForaBAP,@Aquino_Daniel00,as faltas criadas pelo árbitro jogo flamengo x remo comprovação árbitro brasileiro tenta equilibrar jogo ao máximo.,2026-03-19 19:10:23,,"no, é, a, de, que, o"
Flamengo,wand,@passalittle,"juro ouvi narrador falando está jogo time só referindo ao flamengo, não estou vendo não",2026-03-19 19:10:23,flaxrem,"eu, que, eu, o, que, um, de, um, se, é, o, que"
Botafogo,Lipe ˢᵖᶠᶜ,@LipePark_,tanto quanto torcida botafogo.,2026-03-19 19:10:23,,"a, do"
Flamengo,borntobegauche,@borntobegauche,"sendo vencedor copeiro renato gaucho eliminado pelo lanús, futebol absurdamente pobre. aliás, não lembro qual última vez vencedor copeiro renato gaúcho não foi, fato, vencedor. porque desde flamengo perdendo decisão.",2026-03-19 19:10:23,,"que, o, foi, com, um, eu, foi, a, que, o, de, o, tá"
Flamengo,Double G,@M0RTASSO,"ano vem meta ir algum jogo final flamengo maracanã, mas claro, chegar alguma final né rsrs.",2026-03-19 19:10:23,,"que, a, é, em, de, do, no, se, em"
Palmeiras,Enelcamarin.cl,@enelcamarin,banca palmeiras 14. luiz fernando 12. heitor guerra 8. ruan yago 16. guilherme nogueira 7. eduardo 11. victor gabriel 18. antônio marcos 20. felipe teresa,2026-03-19 19:10:23,LibertadoresSub20xEEC,
Grêmio,Gustavo FFC,@GustavoEF23,problema grêmio não está produzindo tanto pros centroavantes,2026-03-19 19:10:23,,"é, que, o"
Flamengo,Danielpf,@danielpf1977,ruim força! piores já vi camisa flamengo!,2026-03-19 19:10:23,,"ele, é, com, um, dos, que, com, a, do"
Flamengo,rouças,@roucinhas,flamengo ritmo lento me irrita mt,2026-03-19 19:10:23,,em
Flamengo,Denes ᶜʳᶠ | TETRACAMPEÃO,@DenesCRF,flamengo ama toquinho pra trás lento. precisamos muito jogadores rápidos jovem,2026-03-19 19:10:23,,"e, de, e"
Flamengo,anna b.,@annaviable4,muito feliz flamengo cara,2026-03-19 19:10:23,,"ele, é, no"
Grêmio,rbtt,@rbettin_,mas grêmio x vitória bem interessado né kkk,2026-03-19 19:10:23,,"em, tá"
Corinthians,Aldo,@AldoHenrique89,"corinthians deveria jogar sempre camisa, sim representa",2026-03-19 19:10:23,,"o, com, essa, essa"
Flamengo,liv rozanov,@lovermahae,sera q flamengo perderia p ganhar 60 reais? kkkkkkkkkkk,2026-03-19 19:10:23,,"o, eu"
Botafogo,Maria Júlia é TETRACAMPEÃ DA AMÉRICA,@majubraz3,não me impressiona falei aqui dificuldade tiragem me mandaram torcer pro botafogo kkkkkkkkk,2026-03-19 19:10:23,,"da, na, e"
Cruzeiro,†,@Sr_Furtado,"grande goleiro só conquistava mineiro, brasileiro copa brasil. kkkkkk. rogério ceni sozinho mais história cruzeiro.",2026-03-19 19:10:23,,"o, que, e, do, tem, do, que, o"
Santos,TMC,@tmcnewsbr,"corpo adolescente desaparecida encontrado salvador; veja já sabe polícia civil investiga corpo encontrado capital baiana thamiris santos pereira, 14 anos, desaparecida após sair escola região metropolitana salvador transamérica",2026-03-19 19:10:23,,"de, é, em, o, que, se, se, o, na, é, de, dos, de, da, na, de"
Grêmio,someone#7,@7__someone__7,"mais jogos às 19h assistindo grêmio x vitória consegui fazer mais 1h esteira correndo andando, passou voando tempo, corri mais time.",2026-03-19 19:09:23,Brasileirão2026,"por, do, de, de, e, o, que, o"
Grêmio,Antedeguemon,@cioato_vicenzo,ihhh papai skin grêmio cheia aura deixou saudade upalelêeee *silêncio absoluto*,2026-03-19 19:09:23,,"e, essa, do, de, na"
Corinthians,C O R I N T H I A N,@thecorinthianbr,nada mais corinthians libertadores kkkkkk,2026-03-19 19:09:23,,"na, que, isso"
Fluminense,Bayern da Rocinha,@flatreteiro,botou mais torcida fluminense maracanã.,2026-03-19 19:09:23,,"e, o, que, que, o, no"
Corinthians,bruna,@BJortini,atenção vai corinthians (o mais aguardado!!!,2026-03-19 19:09:23,,
Flamengo,yare yare,@_RuindadePura_,indo apostar remo contra flamengo pra ganhar 1 milhão bet milagre acontecer,2026-03-19 19:09:23,,"no, o, na, se, um"
Fluminense,Máfia Informativa,@MafiosoDaBola,fluminense!,2026-03-19 19:09:23,,
Flamengo,Matheus,@MathEng_CRF,"fisicamente, mais início jogo flamengo compete bem, ganha duelos, corre campo. parece verdadeiramente saímos nosso pior período físico nesse primeiro semestre. bom, muito bom. agora jogar bola.",2026-03-19 19:09:23,,"um, de, que, que, do, tem, que"
Flamengo,Bruno Cabral Tetracampeão,@Brunoclcabral,"mauro, mas flamengo não começou bem.",2026-03-19 19:09:23,,o
Flamengo,Rafael,@crvgcruz1898,torcida flamengo / futt vergonha você,2026-03-19 19:09:23,,"do, tem, de"
Palmeiras,Fernando Pereira,@baratadeoculoss,consegue dizer qual velocidade atingida pelo jogador palmeiras camisa 30 chamado lucas evangelista nessa jogada.,2026-03-19 19:09:23,,"nos, a, do"
Santos,Eldiablo171,@171Eldiablo,"grandes problemas santos justamente neymar como disse aí , só os jogadores não mudarem atitude nada adianta . começar",2026-03-19 19:09:23,,"um, dos, do, é, o, ele, a, de, a, por, ele"
Flamengo,Paulo Freitas,@phfreitas1971,"parabéns ao empresário emerson royal, vc brabo",2026-03-19 19:09:23,,"do, é"
São Paulo,Campeão de tudo,@jamerso71447765,as vítimas acham são paulo está errado,2026-03-19 19:09:23,,"que, que, o"
Flamengo,ᶜʳᶠ ᶠᶜᵇ madu,@mariabciarla,não possível flamengo tomando sustos remo pelo amor deus,2026-03-19 19:09:23,,"é, que, o, tá, uns, do, de"
Flamengo,didi,@wtfhilds,meu primo vai toma pau p flamengo hj tadinnn,2026-03-19 19:09:23,,um
Flamengo,lucas cruz 13,@lucaxcmd,contei 7 jogadores banco reservas flamengo seriam titulares galo kkkkkkk,2026-03-19 19:09:23,,"do, de, do, que, no"
Flamengo,nady di palma.,@wifeofmiss,acho graça flamengo acha jogo já ganho ficam gracinha porra campo,2026-03-19 19:09:23,,"que, esse, que, o, tá, e, de, na, do"
Flamengo,beatriz,@7crfbia,cara flamengo flamengar,2026-03-19 19:09:23,,"ta, a, do"
Botafogo,Nahuel Erazo,@NahuelEraz53056,"millonarios,blooming,botafogo",2026-03-19 19:09:23,,
São Paulo,felipe.,@lipeswill,"boa noite, são paulo",2026-03-19 19:09:23,,
Palmeiras,Daniel Prado,@Prado_DanielL,mundial pai palmeiras,2026-03-19 19:09:23,,do
Palmeiras,Spfc tricolor,@STricolor6146,kkkkkkk palmeiras quando ajudado:o sistema está contra gente .,2026-03-19 19:09:23,,"é, a"
Grêmio,Roger Klotz,@rogerklotzz,"nesse caso, só acho faltou cartão amarelo simulação pro jogador grêmio",2026-03-19 19:09:23,,"eu, que, o, por, do"
Flamengo,Lucas Cruz,@LucasCruzl,"arrascaeta não controlador, jogar pra finalizar jogadas. derrocada dele será ascenção paquetá.",2026-03-19 19:09:23,flamengo,"é, é, a, a, do"
Fluminense,Ruan Lancini,@LanciniRua72893,levou mais vasco x fluminense,2026-03-19 19:09:23,,que
Flamengo,hater do MSSanto,@msantosemamigos,onde passando jogo flamengo?,2026-03-19 19:09:23,,"ta, esse, do"
Corinthians,Poli,@barbosapoli,coisa temos certeza grupo corinthians libertadores teremos algum carrasco nosso,2026-03-19 19:09:23,,"de, uma, no, do, na"
Cruzeiro,sa e daniel,@lucassilvx,delaytoria cruzeiro eh mt burra meu deus,2026-03-19 19:09:23,,"a, do"
Flamengo,PES MIL GRAU,@Pesgrau,"flamengo promoveu campanha contra racismo antes partida contra remo maracanã. palavra emerson royal: “nação, hora maracanã inteiro levantar contra preconceito racial. flamengo nação juntos contra racismo. façam gesto comigo!”",2026-03-19 19:09:23,,"o, uma, o, da, o, no, com, a, é, de, o, se, o, e, o, o"
Santos,José Geraldo Zichia Junior,@zichia_jose,nenhum deles está à altura tamanho santos pelé.,2026-03-19 19:09:23,,"do, do, de"
Botafogo,EL PIBE LENCINA NOS DARA ALEGRIAS,@lencinismo_39,"caracas, audax italiano, botafogo",2026-03-19 19:09:23,,
Santos,Bruno Eduardo,@BrunnoDu7,nenhum deles pelo santos,2026-03-19 19:09:23,,
Flamengo,lysᰔᩚ,@whyslysf,show horror primeiro tempo flamengo,2026-03-19 19:09:23,FLAxREM,"o, de, esse, do"
Flamengo,mariah é tetra e enea,@MariahConc,remo ja criou mais flamengo absurdo,2026-03-19 19:08:23,,"que, o"
Flamengo,cacau & lua,@viuvoreze,claro remo jogaria bem contra flamengo,2026-03-19 19:08:23,,"é, que, o, o"
Fluminense,Caique,@Caique12ffc,fluminense cerro custo platense,2026-03-19 19:08:23,,
Internacional,Universo Ofertas,@universoofertas,boticário dia internacional perfumaria: escolha sua fragrância até 50% desconto! oferta válida até 22/03/2026,2026-03-19 19:08:23,parceria,"o, da, com, de"
Corinthians,BL,@b_luanav,só quero vitória corinthians hoje,2026-03-19 19:08:23,,"a, do"
Flamengo,Dribla Aí,@oficialdriblai,toda cara flamengo vai tomar gol remo kkkkkkkkkkkkkkkkkkkkkkkk,2026-03-19 19:08:23,"FlamengoTV, Flamengo","ta, a, que, o, um, do"
